num_keys,load_factor,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
1000000,0.9,-1,-1,-1,-1,1571.73,2928,2483.29,2182.99,
6000000,0.9,-6,-6,-6,-6,950.35,1854.12,1515.13,1283.42,
11000000,0.9,-11,-11,-11,-11,904.446,1792.01,1458.43,1233.27,
16000000,0.9,-16,-16,-16,-16,887.29,1768.7,1437.97,1214.79,
21000000,0.9,-21,-21,-21,-21,878.546,1757.24,1427.65,1205.24,
26000000,0.9,-26,-26,-26,-26,873.161,1749.6,1421.02,1199.58,
31000000,0.9,-31,-31,-31,-31,869.708,1745.41,1417.34,1196.61,
36000000,0.9,-36,-36,-36,-36,866.759,1741.66,1414.2,1193.7,
41000000,0.9,-41,-41,-41,-41,864.738,1738.77,1411.64,1191.25,
46000000,0.9,-46,-46,-46,-46,863.754,1736.77,1409.79,1189.51,
51000000,0.9,-51,-51,-51,-51,861.838,1735.08,1408.31,1188.08,
56000000,0.9,-56,-56,-56,-56,860.923,1733.66,1406.99,1187.04,
61000000,0.9,-61,-61,-61,-61,860.106,1733.28,1406.64,1186.68,
66000000,0.9,-66,-66,-66,-66,859.522,1732.2,1405.75,1186.11,
71000000,0.9,-71,-71,-71,-71,858.805,1731.24,1404.7,1185.03,
76000000,0.9,-76,-76,-76,-76,858.281,1730.4,1404.05,1184.45,
81000000,0.9,-81,-81,-81,-81,857.743,1729.57,1403.42,1183.87,
86000000,0.9,-86,-86,-86,-86,857.591,1729.62,1403.44,1183.83,
91000000,0.9,-91,-91,-91,-91,857.04,1728.89,1402.89,1183.58,
96000000,0.9,-96,-96,-96,-96,856.538,1728.4,1402.35,1182.82,
